                      OLS Regression Results                     
Dep. Variable:   ,y               ,  R-squared:         ,   0.523
Model:           ,OLS             ,  Adj. R-squared:    ,   0.515
Method:          ,Least Squares   ,  F-statistic:       ,   61.51
Date:            ,Sun, 11 Mar 2018,  Prob (F-statistic):,1.51e-83
Time:            ,10:00:57        ,  Log-Likelihood:    , -4721.8
No. Observations:,   570          ,  AIC:               ,   9464.
Df Residuals:    ,   560          ,  BIC:               ,   9507.
Df Model:        ,    10          ,                     ,        
Covariance Type: ,nonrobust       ,                     ,        
   ,   coef   , std err ,    t    ,P>|t| ,  [0.025 ,  0.975] 
x1 , 9.761e-05, 8.75e-05,    1.116, 0.265,-7.42e-05,    0.000
x2 ,   -0.0001,    0.000,   -0.866, 0.387,   -0.000,    0.000
x3 ,   -0.0720,    0.176,   -0.409, 0.683,   -0.418,    0.274
x4 ,    0.0642,    0.050,    1.285, 0.199,   -0.034,    0.162
x5 ,   -2.3985,    8.611,   -0.279, 0.781,  -19.311,   14.514
x6 ,-2.722e-05, 8.99e-05,   -0.303, 0.762,   -0.000,    0.000
x7 ,   -0.0003,    0.000,   -1.525, 0.128,   -0.001, 7.46e-05
x8 ,    0.8838,    0.194,    4.560, 0.000,    0.503,    1.264
x9 ,   -0.1387,    0.051,   -2.746, 0.006,   -0.238,   -0.039
x10,   11.6320,    8.701,    1.337, 0.182,   -5.458,   28.722
Omnibus:      ,961.621,  Durbin-Watson:     ,   2.076  
Prob(Omnibus):, 0.000 ,  Jarque-Bera (JB):  ,812451.977
Skew:         , 9.929 ,  Prob(JB):          ,    0.00  
Kurtosis:     ,186.886,  Cond. No.          ,1.08e+06  
